pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 8152 b,HIP 8152,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.75101400,0.00005500,-0.00005500,0,0.093000,0.002000,-0.002000,0,2.536,0.157,-0.135,0,0.226,0.014,-0.012,0,8.90000,1.70000,-1.70000,0,0.02800,0.00535,-0.00535,0,Mass,0.000000,,,0,,,,,795,14,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5618.00,74.00,-73.00,0,0.96,0.02,-0.02,0,0.94,0.04,-0.03,0,0.007,0.058,-0.059,0,[Fe/H],4.44,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m50.22s,26.2092533,-18d24m04.98s,-18.4013844,101.6940000,0.4210000,-0.4170000,10.0700000,0.0300000,-0.0300000,8.4490000,0.0210000,-0.0210000,9.9072600,0.0003970,-0.0003970,2024-07-23,2024-06,2024-07-23
HIP 8152 c,HIP 8152,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,19.60562000,0.00025000,-0.00025000,0,0.139000,0.003000,-0.002000,0,2.524,0.150,-0.141,0,0.225,0.013,-0.013,0,10.70000,2.10000,-2.20000,0,0.03367,0.00661,-0.00692,0,Mass,0.200000,0.100000,-0.100000,0,,,,,651,11,-11,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5618.00,74.00,-73.00,0,0.96,0.02,-0.02,0,0.94,0.04,-0.03,0,0.007,0.058,-0.059,0,[Fe/H],4.44,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m50.22s,26.2092533,-18d24m04.98s,-18.4013844,101.6940000,0.4210000,-0.4170000,10.0700000,0.0300000,-0.0300000,8.4490000,0.0210000,-0.0210000,9.9072600,0.0003970,-0.0003970,2024-07-23,2024-06,2024-07-23
HIP 97166 b,HIP 97166,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.28891400,0.00000640,-0.00000640,0,0.091000,0.002000,-0.002000,0,2.480,0.073,-0.052,0,0.221,0.006,-0.005,0,19.10000,1.60000,-1.50000,0,0.06010,0.00503,-0.00472,0,Mass,0.290000,0.072000,-0.072000,0,,,,,702,9,-9,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5216.00,52.00,-52.00,0,0.84,0.01,-0.01,0,0.93,0.02,-0.02,0,0.248,0.081,-0.051,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501000,0.1014000,-0.1012000,9.9200000,0.0300000,-0.0300000,7.9230000,0.0200000,-0.0200000,9.6844300,0.0003890,-0.0003890,2024-07-23,2024-06,2024-07-23
K2-136 c,K2-136,0,2,3,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.30706310,0.00001580,-0.00001580,0,,,,,3.728,0.297,-0.297,0,0.333,0.026,-0.026,0,,,,,,,,,,,,,,31.26,,,0,658,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4230.60,104.40,-104.40,0,0.77,0.06,-0.06,0,,,,,,,,,,4.48,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474000,0.1877000,-0.1865000,11.1010000,0.0570000,-0.0570000,8.3680000,0.0190000,-0.0190000,10.8545000,0.0005350,-0.0005350,2024-07-23,2017-07,2024-07-23
TOI-1184 b,TOI-1184,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.74843200,0.00000390,-0.00000390,0,0.056000,0.001000,-0.001000,0,2.410,0.102,-0.144,0,0.215,0.009,-0.013,0,6.80000,2.30000,-2.30000,0,0.02140,0.00724,-0.00724,0,Mass,0.000000,,,0,,,,,715,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4617.00,47.00,-48.00,0,0.70,0.02,-0.02,0,0.73,0.02,-0.03,0,0.017,0.085,-0.094,0,[Fe/H],4.61,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h08m49.08s,272.2045196,+60d40m43.62s,60.6787845,58.5946000,0.0780000,-0.0778000,10.9880000,0.0150000,-0.0150000,8.3170000,0.0190000,-0.0190000,10.6220000,0.0004140,-0.0004140,2024-07-23,2024-06,2024-07-23
TOI-1244 b,TOI-1244,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.40030000,0.00001300,-0.00001300,0,0.061000,0.001000,-0.001000,0,2.376,0.132,-0.106,0,0.212,0.012,-0.009,0,6.60000,3.80000,-3.70000,0,0.02077,0.01196,-0.01164,0,Mass,0.000000,,,0,,,,,715,15,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4722.00,55.00,-55.00,0,0.72,0.02,-0.02,0,0.75,0.02,-0.03,0,0.034,0.086,-0.087,0,[Fe/H],4.59,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h05m07.09s,256.2795590,+69d31m08.73s,69.5190930,102.5510000,0.2400000,-0.2400000,11.9290000,0.0800000,-0.0800000,9.4220000,0.0200000,-0.0200000,11.6765000,0.0002460,-0.0002460,2024-07-23,2024-06,2024-07-23
TOI-1248 b,TOI-1248,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.36015610,0.00000110,-0.00000110,0,0.051000,0.001000,-0.001000,0,6.808,0.117,-0.120,0,0.607,0.010,-0.011,0,27.40000,3.60000,-3.50000,0,0.08621,0.01133,-0.01101,0,Mass,0.000000,,,0,,,,,952,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5205.00,56.00,-62.00,0,0.87,0.01,-0.01,0,0.90,0.03,-0.03,0,0.223,0.057,-0.056,0,[Fe/H],4.51,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m05.66s,259.0235918,+63d06m20.19s,63.1056072,168.7350000,0.6020000,-0.5970000,11.8060000,0.0460000,-0.0460000,9.8700000,0.0160000,-0.0160000,11.6512000,0.0002210,-0.0002210,2024-07-23,2024-06,2024-07-23
TOI-1269 b,TOI-1269,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.25299130,0.00000680,-0.00000680,0,0.049600,0.000900,-0.001000,0,2.401,0.150,-0.074,0,0.214,0.013,-0.007,0,6.40000,3.00000,-2.90000,0,0.02014,0.00944,-0.00912,0,Mass,0.000000,,,0,,,,,1005,15,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5499.00,63.00,-60.00,0,0.85,0.01,-0.01,0,0.90,0.02,-0.03,0,-0.049,0.058,-0.057,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m47.19s,249.6966397,+64d33m33.05s,64.5591810,172.1380000,0.6960000,-0.6900000,11.6180000,0.0340000,-0.0340000,9.8900000,0.0190000,-0.0190000,11.4712000,0.0008660,-0.0008660,2024-07-23,2024-06,2024-07-23
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.31599000,0.00001800,-0.00001800,0,0.041700,0.000700,-0.000700,0,4.132,0.226,-0.151,0,0.369,0.020,-0.013,0,27.00000,2.70000,-2.50000,0,0.08495,0.00850,-0.00787,0,Mass,0.350000,0.055000,-0.055000,0,,,,,975,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065.00,52.00,-50.00,0,0.79,0.01,-0.01,0,0.88,0.01,-0.02,0,0.182,0.054,-0.056,0,[Fe/H],4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,0.4030000,-0.4010000,11.7580000,0.0460000,-0.0460000,9.7010000,0.0200000,-0.0200000,11.6000000,0.0004970,-0.0004970,2024-07-23,2024-06,2024-07-23
TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.94437360,0.00000160,-0.00000160,0,0.051000,0.001000,-0.001000,0,14.116,0.285,-0.263,0,1.259,0.025,-0.023,0,95.30000,4.70000,-4.60000,0,0.29985,0.01479,-0.01447,0,Mass,0.000000,,,0,,,,,1415,25,-23,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5567.00,78.00,-72.00,0,1.70,0.03,-0.03,0,1.16,0.03,-0.02,0,0.405,0.059,-0.018,0,[Fe/H],4.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.2650000,2.8450000,-2.7970000,11.3700000,0.0190000,-0.0190000,9.7420000,0.0160000,-0.0160000,11.2912000,0.0003150,-0.0003150,2024-07-23,2024-06,2024-07-23
TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.53714300,0.00000300,-0.00000300,0,0.057000,0.001000,-0.001000,0,9.658,0.199,-0.173,0,0.862,0.018,-0.015,0,99.00000,6.00000,-6.00000,0,0.31149,0.01888,-0.01888,0,Mass,0.000000,,,0,,,,,1278,20,-26,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5752.00,69.00,-99.00,0,1.45,0.03,-0.02,0,1.22,0.02,-0.06,0,0.397,0.061,-0.058,0,[Fe/H],4.19,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.0360000,2.0010000,-1.9780000,11.8890000,0.0220000,-0.0220000,10.0120000,0.0160000,-0.0160000,11.4038000,0.0002680,-0.0002680,2024-07-23,2024-06,2024-07-23
TOI-1347 b,TOI-1347,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.84742431,0.00000058,-0.00000058,0,0.017100,0.000300,-0.000300,0,1.814,0.091,-0.061,0,0.162,0.008,-0.005,0,12.20000,1.60000,-1.50000,0,0.03839,0.00503,-0.00472,0,Mass,0.000000,,,0,,,,,1698,21,-21,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5493.00,54.00,-55.00,0,0.84,0.01,-0.01,0,0.93,0.02,-0.02,0,0.017,0.057,-0.055,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.4760000,1.0500000,-1.0350000,11.1680000,0.0130000,-0.0130000,9.6160000,0.0150000,-0.0150000,11.2087000,0.0011500,-0.0011500,2024-07-23,2024-06,2024-07-23
TOI-1347 c,TOI-1347,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.84196800,0.00002500,-0.00002500,0,0.054600,0.000900,-0.001000,0,1.678,0.090,-0.068,0,0.150,0.008,-0.006,0,9.00000,,,1,0.02832,,,1,Mass,0.000000,,,0,,,,,950,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5493.00,54.00,-55.00,0,0.84,0.01,-0.01,0,0.93,0.02,-0.02,0,0.017,0.057,-0.055,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.4760000,1.0500000,-1.0350000,11.1680000,0.0130000,-0.0130000,9.6160000,0.0150000,-0.0150000,11.2087000,0.0011500,-0.0011500,2024-07-23,2024-06,2024-07-23
TOI-1386 c,TOI-1386,1,1,2,Radial Velocity,2024,W. M. Keck Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,232.00000000,9.30000000,-9.30000000,0,0.750000,0.030000,-0.020000,0,,,,,,,,,75.20000,15.30000,-15.00000,0,0.23661,0.04814,-0.04720,0,Msini,0.380000,0.170000,-0.170000,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5735.00,75.00,-77.00,0,1.02,0.02,-0.02,0,1.04,0.03,-0.04,0,0.149,0.059,-0.058,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m00.98s,334.5041029,+54d19m08.56s,54.3190454,146.8580000,0.6870000,-0.6800000,10.6100000,0.0080000,-0.0080000,9.0860000,0.0190000,-0.0190000,10.5069000,0.0002370,-0.0002370,2024-07-23,2024-06,2024-07-23
TOI-1410 c,TOI-1410,1,1,2,Radial Velocity,2024,W. M. Keck Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,47.56000000,0.15000000,-0.15000000,0,0.239000,0.004000,-0.005000,0,,,,,,,,,27.00000,3.30000,-3.20000,0,0.08495,0.01038,-0.01007,0,Msini,0.000000,,,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4635.00,52.00,-52.00,0,0.76,0.02,-0.02,0,0.79,0.02,-0.02,0,0.328,0.077,-0.092,0,[Fe/H],4.58,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h19m31.88s,334.8828486,+42d33m37.13s,42.5603141,72.7512000,0.1607000,-0.1601000,11.1110000,0.0150000,-0.0150000,8.5770000,0.0200000,-0.0200000,10.8746000,0.0004900,-0.0004900,2024-07-23,2024-06,2024-07-23
TOI-1410.01,TOI-1410,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.21687000,0.00003000,-0.00003000,0,0.020700,0.000400,-0.000400,0,3.101,0.220,-0.161,0,0.277,0.020,-0.014,0,12.50000,1.10000,-1.00000,0,0.03933,0.00346,-0.00315,0,Mass,0.000000,,,0,,,,,1237,25,-22,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4635.00,52.00,-52.00,0,0.76,0.02,-0.02,0,0.79,0.02,-0.02,0,0.328,0.077,-0.092,0,[Fe/H],4.58,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h19m31.88s,334.8828486,+42d33m37.13s,42.5603141,72.7512000,0.1607000,-0.1601000,11.1110000,0.0150000,-0.0150000,8.5770000,0.0200000,-0.0200000,10.8746000,0.0004900,-0.0004900,2024-07-23,2024-06,2024-07-23
TOI-1439 b,TOI-1439,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,27.64400000,0.00012000,-0.00012000,0,0.192000,0.004000,-0.004000,0,4.243,0.230,-0.168,0,0.379,0.021,-0.015,0,38.50000,5.70000,-5.60000,0,0.12113,0.01793,-0.01762,0,Mass,0.157000,0.083000,-0.083000,0,,,,,748,11,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5841.00,63.00,-65.00,0,1.62,0.03,-0.03,0,1.23,0.04,-0.08,0,0.226,0.058,-0.066,0,[Fe/H],4.11,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h07m03.34s,241.7639371,+67d52m39.51s,67.8776404,230.3060000,2.3580000,-2.3110000,10.5500000,0.0070000,-0.0070000,9.0530010,0.0150000,-0.0150000,10.4168000,0.0004200,-0.0004200,2024-07-23,2024-06,2024-07-23
TOI-1444 b,TOI-1444,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.47027430,0.00000110,-0.00000110,0,0.011600,0.000200,-0.000200,0,1.418,0.047,-0.041,0,0.126,0.004,-0.004,0,3.58000,0.76000,-0.75000,0,0.01126,0.00239,-0.00236,0,Mass,0.000000,,,0,,,,,2130,33,-33,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5460.00,66.00,-66.00,0,0.91,0.02,-0.01,0,0.95,0.03,-0.03,0,0.146,0.057,-0.059,0,[Fe/H],4.50,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.4630000,0.3370000,-0.3350000,10.9360000,0.0090000,-0.0090000,9.0610000,0.0210000,-0.0210000,10.6417000,0.0002610,-0.0002610,2024-07-23,2024-06,2024-07-23
TOI-1451 b,TOI-1451,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.53794400,0.00004500,-0.00004500,0,0.127000,0.003000,-0.003000,0,2.611,0.134,-0.103,0,0.233,0.012,-0.009,0,15.20000,2.80000,-2.80000,0,0.04782,0.00881,-0.00881,0,Mass,0.000000,,,0,,,,,723,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5801.00,77.00,-78.00,0,1.02,0.02,-0.02,0,1.00,0.04,-0.03,0,0.019,0.058,-0.060,0,[Fe/H],4.42,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m05.83s,186.5242821,+61d15m32.14s,61.2589289,91.9362000,0.2177000,-0.2168000,9.5840000,0.0030000,-0.0030000,8.0730000,0.0210000,-0.0210000,9.4286100,0.0002350,-0.0002350,2024-07-23,2024-06,2024-07-23
TOI-1467 b,TOI-1467,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.97199000,0.00083000,-0.00083000,0,0.049500,0.000900,-0.000900,0,1.676,0.088,-0.084,0,0.150,0.008,-0.008,0,9.00000,,,1,0.02832,,,1,Mass,0.000000,,,0,,,,,506,6,-5,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,3776.00,23.00,-21.00,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.062,0.042,-0.050,0,[Fe/H],4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m27.51s,19.1146441,+49d13m59.30s,49.2331382,37.4418000,0.0546500,-0.0546500,12.2930000,0.0170000,-0.0170000,8.5680000,0.0190000,-0.0190000,11.5622000,0.0008750,-0.0008750,2024-07-23,2024-06,2024-07-23
TOI-1736 c,TOI-1736,1,1,2,Radial Velocity,2023,Haute-Provence Observatory,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,571.25000000,0.46000000,-0.46000000,0,1.370000,0.030000,-0.030000,0,,,,,,,,,2441.00000,97.00000,-99.00000,0,7.68024,0.30520,-0.31149,0,Msini,0.368500,0.002100,-0.002100,0,,,,,,,,,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5636.00,86.00,-80.00,0,1.43,0.03,-0.02,0,1.04,0.04,-0.03,0,0.148,0.061,-0.058,0,[Fe/H],4.14,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.9482000,0.3219000,-0.3198000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2024-07-23,2024-06,2024-07-23
